Polling Station (Main and Auxiliary) Details,,,,,,,,,,
AC No. & Name,Polling Station No.,Polling Station Name,Main/Auxiliary Polling Station (M/A),Elector Serial No. From,Elector Serial No. To,Latitude of Polling Station Building,Longitude of Polling Station Building,Electricity facility at PS (Yes/No),Toilet Facility at PS (Yes/No),Ramp Facility at PS (Yes/No)
1,2,3,4,5,6,7,8,9,10,11
171-Asthawan [27-Nalanda],001,Prathmik Vidyalay Jakaki (PURV BHAG),Main,1,535,25.32658,85.65923,YES,YES,YES
171-Asthawan [27-Nalanda],001,"PARTHMIK VIDHYALYA, JAKKI (PACHIM BHAG)",Auxiliary,537,,25.32664,85.65918,YES,YES,YES
171-Asthawan [27-Nalanda],002,"UTKARMIT Madhya Vidyalay, BakRa (UTHAR BHAG)",Main,1,719,25.33993,85.67046,YES,YES,YES
171-Asthawan [27-Nalanda],002,"UTKARMIT MADHY VIDHYALYA, BAKRA (DAKSHIN BHAG)",Auxiliary,720,,25.33992,85.67042,YES,YES,YES
171-Asthawan [27-Nalanda],003,Prathmik Vidyalay Makanapur (UTHARI BHAG),Main,1,584,25.33668,85.66999,YES,YES,YES
171-Asthawan [27-Nalanda],003,"PRATHMIK VIDHYALY, MAKANPUR (DAKSHIN BHAG)",Auxiliary,585,,25.33666,85.66997,YES,YES,YES
171-Asthawan [27-Nalanda],004,"Prathmik Vidylaya , Katharahi NAYA BHAVAN (UTHARI BHAG)",Main,1,625,25.30628,85.662837,YES,YES,YES
171-Asthawan [27-Nalanda],004,"PRATHMIK VIDHYALY, KATHRAHI. NAYA BHAVAN (DAKSHIN BHAG)",Auxiliary,626,,25.30625,85.662825,YES,YES,YES
171-Asthawan [27-Nalanda],005,"Samudayik Bhavan, Katharahi",Main,1,877,25.30626,85.663987,YES,NO,YES
171-Asthawan [27-Nalanda],006,"Utkramit Madhya Vidyalay, Ishwarachak",Main,1,994,25.1841,85.4011,YES,YES,YES
171-Asthawan [27-Nalanda],007,Prathmik Vidyalay Laluvigaha,Main,1,969,25.1957,85.3932,YES,YES,YES
171-Asthawan [27-Nalanda],008,Madhya Vidyalay Tajnipur,Main,1,733,25.33398,85.69157,YES,YES,YES
171-Asthawan [27-Nalanda],009,Prathmik Vidyalay Madanachak,Main,1,750,25.35311,85.7069,YES,YES,YES
171-Asthawan [27-Nalanda],010,Prathmik Vidyalay Rajopur,Main,1,961,25.35608,85.71536,YES,YES,YES
171-Asthawan [27-Nalanda],011,Utkramit Madhya Vidyalay Saidapur,Main,1,852,25.3531,85.71356,YES,YES,YES
171-Asthawan [27-Nalanda],012,Prathmik vidalya Madanachak (New Bhawan ),Main,1,671,25.35659,85.70732,YES,YES,YES
171-Asthawan [27-Nalanda],013,Prathmik Vidyalay Mahamudabad,Main,1,957,25.33394,85.69155,YES,YES,YES
171-Asthawan [27-Nalanda],014,Madhya Vidhylya Tajnipur (New Bhawan ),Main,1,927,25.33387,85.69384,YES,YES,YES
171-Asthawan [27-Nalanda],015,Prathmik Vidyalay Nauranga,Main,1,868,25.33235,85.69654,YES,YES,YES
171-Asthawan [27-Nalanda],016,Prathmik Vidyalay Nauranga (Naya Bhavan),Main,744,,25.33315,85.69753,YES,YES,YES
171-Asthawan [27-Nalanda],017,UTKARMIT madhy vidyalay Rasalapur,Main,1,429,25.34089,85.72981,YES,YES,YES
171-Asthawan [27-Nalanda],018,Prathmik Vidyalay Chhatarapur (PURVI BHAG ),Main,1,531,25.31527,85.71649,YES,YES,YES
171-Asthawan [27-Nalanda],018,"PRATHMIK VIDHYALY, CHATRAPUR (PASCHIMI BHAG)",Auxiliary,532,,25.31534,85.71631,YES,YES,YES
171-Asthawan [27-Nalanda],019,Utkramit Madhya Vidyalay Nirpur ( PURVI BHAG ),Main,1,578,25.31399,85.70922,YES,YES,YES
171-Asthawan [27-Nalanda],019,"UTKRAMIT MADHY VIDHYALY, NEERPUR(PASCHMI BHAG)",Auxiliary,579,,25.31406,85.70904,YES,YES,YES
171-Asthawan [27-Nalanda],020,"UTKARMIT MADHY VIDHYALAY, JAHANA (PURV BHAG)",Main,1,697,25.29971,85.69426,YES,YES,YES
171-Asthawan [27-Nalanda],020,"UTKARMIT MADHY VIDHYALAY, JAHANA (PASCHIMI BHAG)",Auxiliary,698,,25.29968,85.69415,YES,YES,YES
171-Asthawan [27-Nalanda],021,Prathmik Vidyalay Nigarain,Main,1,594,25.29122,85.696778,YES,YES,YES
171-Asthawan [27-Nalanda],22,KISAN BHAWAN  Ramapur,Main,1,990,25.29971,85.71607,YES,YES,YES
