Polling Station (Main and Auxiliary) Details,,,,,,,,,,
AC No. & Name,Polling Station No.,Polling Station Name,Main/Auxiliary Polling Station (M/A),Elector Serial No. From,Elector Serial No. To,Latitude of Polling Station Building,Longitude of Polling Station Building,Electricity facility at PS (Yes/No),Toilet Facility at PS (Yes/No),Ramp Facility at PS (Yes/No)
1,2,3,4,5,6,7,8,9,10,11
164-Tarapur [24-Munger],001,Urdu Prathmik Vidyalay Gorho (East Part),Main,1,618,25.19039,86.62638,Yes,Yes,Yes
164-Tarapur [24-Munger],001,Urdu Prathmik Vidyalay Gorho (West Part),Auxiliary,619,,25.19039,86.62638,Yes,Yes,Yes
164-Tarapur [24-Munger],002,Madhya Vidyalay Chakhand ,Main,1,,25.18425432,86.62956669,Yes,Yes,Yes
164-Tarapur [24-Munger],003,Madhya Vidyalay Amaiya (North Part),Main,1,,25.1964,86.6238,Yes,Yes,Yes
164-Tarapur [24-Munger],004,Madhya Vidyalay Amaiya (South Part),Main,1,,25.1964,86.6238,Yes,Yes,Yes
164-Tarapur [24-Munger],005,Madhya Vidyalay Baijalpur (East Part),Main,1,677,25.19136,86.63837,Yes,Yes,Yes
164-Tarapur [24-Munger],005,Madhya Vidyalay Baijalpur (West Part),Auxiliary,678,,25.19136,86.63837,Yes,Yes,Yes
164-Tarapur [24-Munger],006,Madhya Vidyalay Sangrampur,Main,1,,25.19227,86.63106,Yes,Yes,Yes
164-Tarapur [24-Munger],007,Madhaya Vidyalay Dulher (North Part),Main,1,684,25.17638889,86.63694444,Yes,Yes,Yes
164-Tarapur [24-Munger],007,Madhaya Vidyalay Dulher (South Part),Auxiliary,685,,25.17638889,86.63694444,Yes,Yes,Yes
164-Tarapur [24-Munger],008,Prathmik Vidyalay Mangrappa (Badi),Main,1,,25.18008362,86.63058982,Yes,Yes,Yes
164-Tarapur [24-Munger],009,Urdu Prathmik Vidyalay Bhateri (North Part),Main,1,652,25.16785708,86.63752778,Yes,Yes,Yes
164-Tarapur [24-Munger],009,Urdu Prathmik Vidyalay Bhateri (South Part),Auxiliary,653,,25.16785708,86.63752778,Yes,Yes,Yes
164-Tarapur [24-Munger],010,Madhya Vidyalay Berain,Main,1,,25.1733,86.65713,Yes,Yes,Yes
164-Tarapur [24-Munger],011,Madhya Vidyalay Badrakha,Main,1,,25.16089,86.66486,Yes,Yes,Yes
164-Tarapur [24-Munger],012,Madhya Vidyalay Mirjapur,Main,1,,25.15694444,86.65666667,Yes,Yes,Yes
164-Tarapur [24-Munger],013,Urdu Prathmik Vidyalay Madarpur,Main,1,,25.15485587,86.64818968,Yes,Yes,Yes
164-Tarapur [24-Munger],014,Urdu Madhya Vidyalay Vishanpur (East Part),Main,1,809,25.16416667,86.64916667,Yes,Yes,Yes
164-Tarapur [24-Munger],014,Urdu Madhya Vidyalay Vishanpur (West Part),Auxiliary,810,,25.16416667,86.64916667,Yes,Yes,Yes
164-Tarapur [24-Munger],015,Prathmik Vidyalay Aasha Jorari (East Part),Main,1,624,25.15686456,86.64136065,Yes,Yes,Yes
164-Tarapur [24-Munger],015,Prathmik Vidyalay Aasha Jorari (West Part),Auxiliary,625,,25.15686456,86.64136065,Yes,Yes,Yes
164-Tarapur [24-Munger],016,Madhya Vidyalay Pansain (North Part),Main,1,870,25.16955,86.67058,Yes,Yes,Yes
164-Tarapur [24-Munger],016,Madhya Vidyalay Pansain (North Part),Auxiliary,871,,25.16955,86.67058,Yes,Yes,Yes
164-Tarapur [24-Munger],017,Kanya Madhya Vidyalay Adras,Main,1,,25.16926,86.67702,Yes,Yes,Yes
164-Tarapur [24-Munger],018,Prathmik Vidyalay Vikrampur (East Part-1),Main,1,853,25.15222886,86.6872929,Yes,Yes,Yes
164-Tarapur [24-Munger],018,Prathmik Vidyalay Vikrampur (East Part-2),Auxiliary,854,,25.15222886,86.6872929,Yes,Yes,Yes
164-Tarapur [24-Munger],019,Madhya Vidyalay Dhuria,Main,1,,25.15525,86.67315,Yes,Yes,Yes
164-Tarapur [24-Munger],020,Prathmik Vidyalay Saroun (East Part),Main,1,632,25.14030772,86.66789739,Yes,Yes,Yes
164-Tarapur [24-Munger],020,Prathmik Vidyalay Saroun (West Part),Auxiliary,633,,25.14030772,86.66789739,Yes,Yes,Yes
164-Tarapur [24-Munger],021,Shri Pathik Madhya Vidyalay Makwa(East Part),Main,1,,25.14601,86.66169,Yes,Yes,Yes
164-Tarapur [24-Munger],022,Shri Pathik Madhya Vidyalay Makwa (West Part),Main,1,,25.14601,86.66169,Yes,Yes,Yes
164-Tarapur [24-Munger],023,Madhya Vidyalay Milik Jorari,Main,1,,25.13947,86.65459,Yes,Yes,Yes
164-Tarapur [24-Munger],024,Urdu Prathmik Vidyalay Bangama,Main,1,,25.13788,86.64777,Yes,Yes,Yes
164-Tarapur [24-Munger],025,Madhya Vidhyalay Dholpahari,Main,1,,25.19861111,86.65333333,Yes,Yes,Yes
164-Tarapur [24-Munger],026,Madhya Vidyalay Purushottampur (South Part-1),Main,1,807,25.19194444,86.66444444,Yes,Yes,Yes
