Polling Station (Main and Auxiliary) Details,,,,,,,,,,
AC No. & Name,Polling Station No.,Polling Station Name,Main/Auxiliary Polling Station (M/A),Elector Serial No. From,Elector Serial No. To,Latitude of Polling Station Building,Longitude of Polling Station Building,Electricity facility at PS (Yes/No),Toilet Facility at PS (Yes/No),Ramp Facility at PS (Yes/No)
1,2,3,4,5,6,7,8,9,10,11
178-Mokama [28-Patna],001,प्राथमिक विद्यालय रैली ईंगलिश (उत्तरी भाग),Main,1,720,25.48962,85.763539,Yes,Yes,Yes
178-Mokama [28-Patna],001,"प्राथमिक विद्यालय रैली, इंग्लिश(पश्चिमी भाग)",Auxiliary,721,,25.48957,85.763851,Yes,Yes,Yes
178-Mokama [28-Patna],002,प्राथमिक विद्यालय रैली ईंगलिश (दक्षिणी भाग),Main,1,568,25.489624,85.76364,Yes,Yes,Yes
178-Mokama [28-Patna],002,"प्राथमिक विद्यालय रैली, इंग्लिश(पूर्वी भाग)",Auxiliary,569,,25.4892862,85.762019,Yes,Yes,Yes
178-Mokama [28-Patna],003,"प्राथमिक विद्यालय,लक्ष्मीपुर",Main,1,596,25.494169,85.758808,Yes,Yes,Yes
178-Mokama [28-Patna],003,आंगनबाड़ी केन्द्र लक्ष्मीपुर,Auxiliary,597,,25.49422,85.758958,Yes,Yes,Yes
178-Mokama [28-Patna],004,मध्य विद्यालय रैली (पश्चिमी भाग),Main,1,669,25.492841,85.769358,Yes,Yes,Yes
178-Mokama [28-Patna],004,मध्य विद्यालय रैली (उतरी भाग),Auxiliary,670,,25.492801,85.769514,Yes,Yes,Yes
178-Mokama [28-Patna],005,मध्य विद्यालय रैली (पूर्वी भाग),Main,1,579,25.492807,85.769789,Yes,Yes,Yes
178-Mokama [28-Patna],005,मध्य विद्यालय रैली (दक्षिणी भाग),Auxiliary,580,,25.492849,85.76985,Yes,Yes,Yes
178-Mokama [28-Patna],006,उच्च विद्यालय पण्डारक (पूर्वी भाग),Main,1,651,25.493867,85.797197,Yes,Yes,Yes
178-Mokama [28-Patna],006,उच्च विद्यालय पण्डारक(उतरी भाग),Auxiliary,652,,25.493892,85.797096,Yes,Yes,Yes
178-Mokama [28-Patna],007,उच्च विद्यालय पण्डारक (पश्चिम भाग),Main,1,584,25.493849,85.796566,Yes,Yes,Yes
178-Mokama [28-Patna],007,उच्च विद्यालय पण्डारक(दक्षिणी भाग),Auxiliary,585,,25.493868,85.796564,Yes,Yes,Yes
178-Mokama [28-Patna],008,मध्य विद्यालय पण्डारक (उत्तरी भाग) कमरा संखया-1,Main,1,519,25.494016,85.799252,Yes,Yes,Yes
178-Mokama [28-Patna],008,मध्य विद्यालय पण्डारक (उत्तरी भाग) कमरा संखया-02,Auxiliary,520,,25.493986,85.799254,Yes,Yes,Yes
178-Mokama [28-Patna],009,मध्य विद्यालय पण्डारक(दक्षिणी भाग) कमरा संखया-01,Main,1,514,25.493617,85.799168,Yes,Yes,Yes
178-Mokama [28-Patna],009,मध्य विद्यालय पण्डारक(दक्षिणी भाग के उतर) कमरा संखया-02,Auxiliary,515,,25.4936,85.799195,Yes,Yes,Yes
178-Mokama [28-Patna],010,पंचायत भवन पण्डारक (उत्तरी भाग),Main,1,537,25.488755,85.80687,Yes,Yes,Yes
178-Mokama [28-Patna],010,पंचायत भवन पण्डारक(दक्षिणी भाग),Auxiliary,538,,25.488739,85.806857,Yes,Yes,Yes
178-Mokama [28-Patna],011,"नवनिर्मित हरिजन प्राथमिक विद्यालय, पण्डारक (पूर्वी भाग)",Main,1,676,25.488474,85.804391,Yes,Yes,Yes
178-Mokama [28-Patna],011,नवनिर्मित हरिजन प्राथमिक विद्यालय पंडारक के प्रागंण में चलन्त मतदान केन्द्र,Auxiliary,677,,25.488475,85.80439,Yes,Yes,Yes
