Polling Station (Main and Auxiliary) Details,,,,,,,,,,
AC No. & Name,Polling Station No.,Polling Station Name,Main/Auxiliary Polling Station (M/A),Elector Serial No. From,Elector Serial No. To,Latitude of Polling Station Building,Longitude of Polling Station Building,Electricity facility at PS (Yes/No),Toilet Facility at PS (Yes/No),Ramp Facility at PS (Yes/No)
1,2,3,4,5,6,7,8,9,10,11
78-Kusheshwar Asthan (SC) [13-Darbhanga],001,"MADHYA VIDYALAYA TARWARA, DAKSHINI BHAG",Main,1,545,25.931,86.19360000,Yes,Yes,Yes
78-Kusheshwar Asthan (SC) [13-Darbhanga],001,"UTKRAMIT MADHYAMIK UCHCH VIDYALAYA TARWARA, PURAB BHAG",Auxiliary,546,1103,25.931,86.1936,Yes,Yes,Yes
78-Kusheshwar Asthan (SC) [13-Darbhanga],002,"MADHYA VIDYALAYA TARWARA, UTTARI BHAG",Main,1,563,25.931,86.1936,Yes,Yes,Yes
78-Kusheshwar Asthan (SC) [13-Darbhanga],002,"UTKRAMIT MADHYAMIK UCHCH VIDYALAYA TARWARA, PASHCHIM BHAG",Auxiliary,564,1131,25.931,86.1936,Yes,Yes,Yes
78-Kusheshwar Asthan (SC) [13-Darbhanga],003,MADHYA VIDYALAYA SAUA DAKSHINI BHAG,Main,1,728,25.931,86.1936,Yes,Yes,Yes
78-Kusheshwar Asthan (SC) [13-Darbhanga],003,PACS GODAM BHAWAN SAUA,Auxiliary,729,1445,25.931,86.1936,Yes,Yes,Yes
78-Kusheshwar Asthan (SC) [13-Darbhanga],004,MADHYA VIDYALAYA SAUA UTTARI BHAG,Main,1,897,25.9326,86.1932,Yes,Yes,Yes
78-Kusheshwar Asthan (SC) [13-Darbhanga],005,PRATHMIK VIDYALAYA GANAURA TARWARA,Main,1,563,25.9326,86.1932,Yes,Yes,Yes
78-Kusheshwar Asthan (SC) [13-Darbhanga],005,RAJEEV GANDHI SEWA KENDRA GANAURA,Auxiliary,564,1117,25.9326,86.1932,Yes,Yes,Yes
78-Kusheshwar Asthan (SC) [13-Darbhanga],006,MADHYA VIDYALAYA LOHNI PURAB BHAG,Main,1,703,25.9327,86.1933,Yes,Yes,Yes
78-Kusheshwar Asthan (SC) [13-Darbhanga],006,MADHYA VIDYALAYA LOHNI UTTAR BHAG,Auxiliary,704,1385,25.9327,86.1933,Yes,Yes,Yes
78-Kusheshwar Asthan (SC) [13-Darbhanga],007,MADHYA VIDYALAYA POKHRAM UTTARI PURAB BHAG,Main,1,529,25.931,86.1936,Yes,Yes,Yes
78-Kusheshwar Asthan (SC) [13-Darbhanga],007,MADHYA VIDYALAYA POKHRAM UTTARI DAKSHIN BHAG,Auxiliary,530,1073,25.931,86.1936,Yes,Yes,Yes
78-Kusheshwar Asthan (SC) [13-Darbhanga],008,MADHYA VIDYALAYA POKHRAM UTTARI MADHYA BHAG,Main,1,913,25.931,86.1936,Yes,Yes,Yes
