Polling Station (Main and Auxiliary) Details,,,,,,,,,,
AC No. & Name,Polling Station No.,Polling Station Name,Main/Auxiliary Polling Station (M/A),Elector Serial No. From,Elector Serial No. To,Latitude of Polling Station Building,Longitude of Polling Station Building,Electricity facility at PS (Yes/No),Toilet Facility at PS (Yes/No),Ramp Facility at PS (Yes/No)
1,2,3,4,5,6,7,8,9,10,11
207-Chenari (SC) [32-Rohtas],001,kanya hindi madhya vidhyalay khurmabad (purvi bhag) room no. 1,Main,1,612,25.0139,83.8305,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],001 A,kanya hindi madhya vidayalya khurmabad (purvi bhag) room no. 2,Auxiliary,613,1224,25.0139,83.8305,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],002,kanya hindi madhya vidayaly khurmabad (pascchimi bhag),Main,1,845,25.0139,83.8305,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],003,madhya vidyalya khurmabad (uttri bhag) room no. 1,Main,1,637,25.0088,83.8339,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],003 A,madhya vidyalya khurmabad (uttri bhag) room no. 1,Auxiliary,638,1274,25.0088,83.8339,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],004 ,madhya vidyalya khurmabad (dakshini bhag) room no. 3,Main,1,516,25.009,83.8338,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],004 A,madhya vidyalya khurmabad (dakshini bhag) room no. 4,Auxiliary,517,1031,25.009,83.8338,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],005,"uchcha vidyalay, saraiya",Main,1,729,25.0017,83.8418,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],006,"prathmik vidayalya, sabrabad room no. 1",Main,1,520,24.993,83.8556,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],006 A,"prathmik vidayalya, sabrabad room no. 2",Auxiliary,521,1039,24.993,83.8556,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],007,utkrmit madhy vidhayaly chhtratand,Main,1,529,24.9921,83.8328,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],008,madhya vidyalay tekari (purvi bhag),Main,1,849,24.9848,83.868,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],009,madhya vidyalay tekari (paschimi bhag),Main,1,684,24.9848,83.868,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],010,"utkrmit madhy vidhyalya, renia kala room no. 1",Main,1,625,24.973,83.835,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],010 A,"utkrmit madhy vidhyalya, renia kala room no. 2",Auxiliary,626,1249,24.973,83.835,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],011,"madhya vidyalay, telari (purvi bhag)",Main,1,837,24.9834,83.8193,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],012,"madhya vidyalay, telari (madhya bhag)",Main,1,856,24.9834,83.8193,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],013,"utkramit madhya vidyalay, chenaharua",Main,1,989,24.956,83.8299,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],014,panchyat bhawan telari,Main,1,665,24.9841,83.8186,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],014 A, madhya vidyalaya telari ( naya bhawan madhya bhag),Auxiliary,666,1329,24.9841,83.8186,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],015,"madya vidyalay, telari ( paschmi bhag)",Main,1,797,24.9841,83.8186,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],016,pratmik vidyalaya shahpur room no.1,Main,1,706,24.9693,83.8131,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],016 A, prathmik vidyalya shahpur room no. 2,Auxiliary,707,1412,24.9693,83.8131,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],017,utkaramit madhya vidyalaya piyakala room no. 1,Main,1,513,24.9641,83.8467,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],017 A,utkaramit madhya vidyalaya piyakala room no. 2,Auxiliary,514,1026,24.9641,83.8467,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],018,"prathmik vidayalya, tenduni room no. 1",Main,1,532,24.9597,83.8383,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],018 A,prathmik vidayalya tenduni room no. 2,Auxiliary,533,1063,24.9597,83.8383,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],019,"prathmik vidyalya, langar kekai",Main,1,853,24.9594,83.8538,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],020,"utkramit madhya vidyalay, khairaved room no. 1",Main,1,505,24.9424,93.8538,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],020 A,"utkramit madhya vidyalay, khairaved room no. 2",Auxiliary,506,1010,24.9424,93.8538,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],021,"samudayik bhawan, dihriya",Main,1,876,24.9321,83.8231,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],022,"utkramit madhya vidyalay, dighat",Main,1,873,24.9343,83.836,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],023,"utkramit madhya vidyalya, dumri room no. 1",Main,1,606,24.9323,83.8594,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],023 A,"utkramit madhya vidyalya, dumri room no. 2",Auxiliary,607,1212,24.9323,83.8594,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],024,"anganabadi kendra, jagadihara",Main,1,382,24.9232,83.8567,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],025,"prathmik vidyalya, kenarakhurd room no. 1",Main,1,517,24.9103,83.8684,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],025 A,"prathmik vidyalya, kenarakhurd room no. 2",Auxiliary,518,1033,24.9103,83.8684,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],026,"utkramit urdu madhya vidyalaya, baratalikala",Main,1,689,24.9145,83.8584,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],027,"madhya vidyalay, chandrakaithi room no. 1",Main,1,654,24.9142,83.7971,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],027 A,"madhya vidyalay, chandrakaithi room no. 2",Auxiliary,655,1307,24.9142,83.7971,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],028,"prathmik vidyalay, naraura room no. 1",Main,1,673,24.8992,83.8429,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],028 A,"prathmik vidyalay, naraura room no. 2",Auxiliary,674,1345,24.8992,83.8429,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],029,"prathmik vidyalay, kenarkhurd room no. 1",Main,1,751,24.8933,83.869,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],029 A,"madhya vidyalay , kenarkala room no. 2",Auxiliary,752,1502,24.8933,83.869,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],030,panchyat bhawan kenarkala,Main,1,742,24.8983,83.8701,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],031,"prathamik vidyalay, basantpur",Main,1,423,24.8987,83.8739,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],032,"prathmik vidyalay, vilaspur (uttri bhag) room no. 1",Main,1,520,24.871,83.8558,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],032 A,"prathmik vidyalay, vilaspur (uttri bhag) room no. 2",Auxiliary,521,1040,24.871,83.8558,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],033,"prathmik vidyalay, vilaspur (dakshin bhag)",Main,1,798,24.871,83.8558,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],034,"utkramit madhya vidyalay, dihi",Main,1,645,24.8841,83.8609,Yes,Yes,Yes
207-Chenari (SC) [32-Rohtas],035,"utkramit madhya vidyalay, pithiyav room no. 1",Main,1,648,24.8702,83.8687,Yes,Yes,Yes
