Timestamp,AC No. & AC Name,Polling Station No.,Polling Station Type,Photo of Polling Station Building (PSB),Photo of Polling Station Premises with PS Building (PSP)
29/08/2020 12:59:47,138-Bibhutipur [19-Samastipur],001,Main,https://drive.google.com/open?id=12r3XoYi9f3-0y9z8SWdsgDbXD_QTIK-N,https://drive.google.com/open?id=1pBNk3Z1S6uAaMV6QDV5mJNFHKwVM11_e
29/08/2020 13:01:56,138-Bibhutipur [19-Samastipur],001,Auxiliary,https://drive.google.com/open?id=1u-sQQTyJK47aFZsc_Oi0p9Tzf_WSeqA2,https://drive.google.com/open?id=1T95qHGLyoOYTuBvmjOPjqDpRTlnbKUGK
29/08/2020 14:08:17,139-Rosera (SC) [19-Samastipur],001,Main,https://drive.google.com/open?id=15N6tIzxNcW-Fji0ke9xMz5vRC7-KYYu7,https://drive.google.com/open?id=1M40Nzp2Z17u5Rt-OPyJaxJbOKw6DseYx
29/08/2020 14:13:31,139-Rosera (SC) [19-Samastipur],002,Main,https://drive.google.com/open?id=1ZhmKQqyl4mC0i8KjWknmlA8E_RhFwxB-,https://drive.google.com/open?id=1eiJisJIOCH9wH3qQQhnnxTnscv3Lub_8
29/08/2020 14:15:30,139-Rosera (SC) [19-Samastipur],001,Main,https://drive.google.com/open?id=1g6ShN_0fIchBVVsJ0icT9vLhUxpyqgx5,https://drive.google.com/open?id=178K6K3HDB8Mc-59tp0NrffUonv_mqZ_y
29/08/2020 14:16:47,139-Rosera (SC) [19-Samastipur],002,Main,https://drive.google.com/open?id=16CG3bRrny8JpmLXayrE8cby0ppyXSQUN,https://drive.google.com/open?id=1OjvWb5qn2m1viGO1U7BPdh5at3l9SWu6
29/08/2020 14:17:34,139-Rosera (SC) [19-Samastipur],002,Auxiliary,https://drive.google.com/open?id=1tWQ8gz_o4125XmOXaZFqZsraE6k5dW9Z,https://drive.google.com/open?id=1DYsehWGZYKgTAxXFL_KZhMn9IrGzp1oi
29/08/2020 15:17:17,139-Rosera (SC) [19-Samastipur],003,Main,https://drive.google.com/open?id=1zR7oM_YfIDi95g9hDFIcGhL3joFFbkAV,https://drive.google.com/open?id=1IezzzUUKb6n_CrCJIijg2BlKijXLynEG
29/08/2020 15:18:04,139-Rosera (SC) [19-Samastipur],003,Auxiliary,https://drive.google.com/open?id=1324wkbddNLp4pwLcRhOOmUZ4cFlBG2JA,https://drive.google.com/open?id=1F0Zr479GrmRtpOSIG7WbUQ1G97UaUPhr
29/08/2020 15:18:52,139-Rosera (SC) [19-Samastipur],004,Main,https://drive.google.com/open?id=1DfGJDxab2WQ2lzFgG64goJ73G_hj5rZw,https://drive.google.com/open?id=1mQxwPEDr-Yvu8N-nysX00C0bkjDKu8LR
29/08/2020 15:19:30,139-Rosera (SC) [19-Samastipur],004,Auxiliary,https://drive.google.com/open?id=1EVW6XX-Kr8WlkT7_JHaOz29NHPbXR1QN,https://drive.google.com/open?id=1naRnScNBp5xxco5iXVgN_gRhpFLP7GEh
29/08/2020 15:20:11,139-Rosera (SC) [19-Samastipur],005,Main,https://drive.google.com/open?id=1kW49S6AocSDo4nQZ3z7CKkLoJ8MfiAun,https://drive.google.com/open?id=1KIuwqI09ftZLEFmDQylibtrf3t4tBre7
29/08/2020 15:20:48,139-Rosera (SC) [19-Samastipur],005,Auxiliary,https://drive.google.com/open?id=1m9zpWk2HRntUos-Tso9iAp2wWs1lYonj,https://drive.google.com/open?id=19Ccl4-m-knkEWj1U_RZmD_SBFYgzQO8U
30/08/2020 15:00:22,138-Bibhutipur [19-Samastipur],001,Main,https://drive.google.com/open?id=1veyqDsXYijNr2dNzOwVoIsaSt9BX612z,https://drive.google.com/open?id=1WR8G_NNkjPwsu5GaYbZ-wGK6rBfTvPsd
30/08/2020 15:01:00,138-Bibhutipur [19-Samastipur],001,Auxiliary,https://drive.google.com/open?id=1ND_yI72tvpWJzOD2Tq-HcKZf8TKrIwvd,https://drive.google.com/open?id=1oE9L0rO72ePwny_kbbOUQv-lOobPLSSY
30/08/2020 15:01:47,138-Bibhutipur [19-Samastipur],002,Main,https://drive.google.com/open?id=1Yh_FrD45XDc_ct9KstLUF7xcMvtF5C-r,https://drive.google.com/open?id=1FjWhOv9A7EGaJBLVxUeqraNgOdp4K2qS
30/08/2020 15:02:38,138-Bibhutipur [19-Samastipur],002,Auxiliary,https://drive.google.com/open?id=14fiGvuEfPEYLGeVeX8yr8Ibl7mFf5dTz,https://drive.google.com/open?id=1w4SZh8bFONGH03Z9guxWWUadQ6M9RZeI
30/08/2020 15:04:26,138-Bibhutipur [19-Samastipur],003,Main,https://drive.google.com/open?id=1dIh6FzZmhZMmqvUpOYQTaGKhkiYxgU0g,https://drive.google.com/open?id=1NMR198ahWbueulycltvjtnqgqTNw5h4F
30/08/2020 15:05:01,138-Bibhutipur [19-Samastipur],003,Auxiliary,https://drive.google.com/open?id=1eRrnxuIx592PFcWRvE4hEb1L29nKjnJY,https://drive.google.com/open?id=1BtdB7NoR22aHji6N2_7eMNuP3V1jCkQq
30/08/2020 15:05:33,138-Bibhutipur [19-Samastipur],004,Main,https://drive.google.com/open?id=1jfFA8B2-it4QE9pfBtmEd18HiIao_Tae,https://drive.google.com/open?id=11U1lc18MR_SUhPDv7Dp6o8koL2viEMwF
30/08/2020 15:06:37,138-Bibhutipur [19-Samastipur],004,Auxiliary,https://drive.google.com/open?id=1niMLie-SE_p4tdMVZCqCR7O93ckzFCSc,https://drive.google.com/open?id=1_J_lImga4kTrYUDKXeXHLrXdpxkfJarw
31/08/2020 11:30:04,132-Warisnagar [19-Samastipur],001,Main,https://drive.google.com/open?id=1vNvMD234YsPqvXczjQl-UDJ3iYL2CEF7,https://drive.google.com/open?id=1pTzizEcIeqXtasolYnBO5j9VCMXUaYMf
31/08/2020 11:33:13,132-Warisnagar [19-Samastipur],002,Main,https://drive.google.com/open?id=12WhaW2NFq48KzJarv4MXMvcWEiNmvz-c,https://drive.google.com/open?id=1VxUu15ulVJXOui0Q2m4tNuH0dXj9voBF
31/08/2020 11:35:25,132-Warisnagar [19-Samastipur],003,Main,https://drive.google.com/open?id=1smEmCDoLpn06urVzMvkHu15z5-fzD6IS,https://drive.google.com/open?id=1tNy4a1h3N0kRzbfpX5dsZF-M_lHPRTVl
31/08/2020 11:39:11,132-Warisnagar [19-Samastipur],004,Main,https://drive.google.com/open?id=1e6FevVKeO-0r3JHf1imSS-uIAakwA3Pb,https://drive.google.com/open?id=1FmYvAycGrghrTxNjTsEULhxYVghCbwvK
31/08/2020 11:42:14,132-Warisnagar [19-Samastipur],005,Main,https://drive.google.com/open?id=1adEvK7dKZHPM3cjz7JFHV1SYXm5V58T3,https://drive.google.com/open?id=1Tq8HxtaYbAUSNQSx_V2QTRJVUBR4twnm
31/08/2020 12:22:37,132-Warisnagar [19-Samastipur],001,Main,https://drive.google.com/open?id=1PICWOzp6vJ1myD_znc_7chK7yaRHtUkP,https://drive.google.com/open?id=1astrdLcTX_mORkorjE_cVMCu1jep1ahE
31/08/2020 12:31:51,138-Bibhutipur [19-Samastipur],001,Main,https://drive.google.com/open?id=1Nm7ISuMH07sEk46VR4-l-QlL_jHWAkvc,https://drive.google.com/open?id=1pVmXHEe-H1OIrmk3yr-6yKavRgm3_Dn1
31/08/2020 12:32:40,138-Bibhutipur [19-Samastipur],001,Auxiliary,https://drive.google.com/open?id=1zdYWL1WkqjhTb3W-hiJ7yZ2aZICdaaD_,https://drive.google.com/open?id=1LLrPjfC3WOHzXCdcKuXntvWspmJGay-o
31/08/2020 12:33:30,138-Bibhutipur [19-Samastipur],002,Main,https://drive.google.com/open?id=10LpQvq-dvV75DoH3KPSnpDA00XCi6ZCU,https://drive.google.com/open?id=1CW5ilyIN-rsZMNmpN1qdF6XmQVtVmeQu
31/08/2020 12:34:10,138-Bibhutipur [19-Samastipur],002,Auxiliary,https://drive.google.com/open?id=1cmhm-AVc1CgXVi028kizXEQ52ffj5v7p,https://drive.google.com/open?id=1ZmY2mupW1WpDCNgwufEZ5ElhLj8D31A8
31/08/2020 12:34:53,138-Bibhutipur [19-Samastipur],003,Main,https://drive.google.com/open?id=1mO0_VqYijuFsyIjMOyn0M8BgvzZ8YZ6M,https://drive.google.com/open?id=1xPR6nEJpPowvQzYxFuWhhLCB4OseF_TQ
31/08/2020 12:36:08,138-Bibhutipur [19-Samastipur],003,Auxiliary,https://drive.google.com/open?id=1c34NQ6eBqwfPk79Iu-R6VTV0rIEb9Woy,https://drive.google.com/open?id=1lDeFCLwHGKyFQm9Goya36QQLfN9cauqt
31/08/2020 12:36:56,138-Bibhutipur [19-Samastipur],004,Main,https://drive.google.com/open?id=14eQDcpz0Wi7pslzJNXmrBzmyhbn6AAtD,https://drive.google.com/open?id=1oE15C0FyAlbjVSg50bTfI0eAJyt7f4pJ
31/08/2020 12:37:36,138-Bibhutipur [19-Samastipur],004,Auxiliary,https://drive.google.com/open?id=1-bmEs6Xf90MbqivnQw2wUUUdUk6hx7K8,https://drive.google.com/open?id=1K_QKW-aez5C2RA9JJz-IkQN7QEQXTleX
31/08/2020 12:38:20,138-Bibhutipur [19-Samastipur],005,Main,https://drive.google.com/open?id=1X4H3AfaL57Udj0_EvibAUiG-YEp8XCGU,https://drive.google.com/open?id=18UEwYz2gEN6OSMa-c6xn1jORb2R7Ru15
31/08/2020 12:39:02,138-Bibhutipur [19-Samastipur],005,Auxiliary,https://drive.google.com/open?id=1SK92w4RGnsFbhDs1mb7xYQarKJLRHA4h,https://drive.google.com/open?id=1AXw_h34ze8Dsz3SmOaLMo3MC4zJSiegm
31/08/2020 12:39:57,138-Bibhutipur [19-Samastipur],006,Main,https://drive.google.com/open?id=1TJXQVpAL997tplS5VglSDazO69MC2mrE,https://drive.google.com/open?id=1qWP7uU0X-vd5aFTYUFltb1tQMvpj6vgN
31/08/2020 12:40:39,138-Bibhutipur [19-Samastipur],006,Auxiliary,https://drive.google.com/open?id=1aecY-2cANVVv23xyfOWH-JH5r1SCNyAq,https://drive.google.com/open?id=1XeM1GKWIWHI30e98_XnEimfq8NZM0Uzq
31/08/2020 12:43:39,138-Bibhutipur [19-Samastipur],007,Main,https://drive.google.com/open?id=1yzbxvaV3N8PJlQBkoF2EApWwnbbpwbio,https://drive.google.com/open?id=1-wnWQlApO4nG8EiX2TzUDo-kJj-1JaQa
31/08/2020 12:44:26,138-Bibhutipur [19-Samastipur],007,Auxiliary,https://drive.google.com/open?id=1YLDcNFXGK2td8WWXvPQifkbQQ9XilsAc,https://drive.google.com/open?id=1q0JM_ApPmsiJxo7uanp8XFpRsrBlQic0
31/08/2020 12:46:02,138-Bibhutipur [19-Samastipur],008,Main,https://drive.google.com/open?id=1McMUdKBUsk8aMVVmUOmZiZTaHDJGrace,https://drive.google.com/open?id=1hOuOW7W3ViDfh8MG-HIudRQnOdhxCRTw
31/08/2020 12:46:44,138-Bibhutipur [19-Samastipur],008,Main,https://drive.google.com/open?id=1R9b4b2Fd97ONx_CByzXOY_PU4NdOkyrW,https://drive.google.com/open?id=1zCQoOYWV_LLyir8ZrDQHuEX-xTySL0Al
31/08/2020 12:47:49,138-Bibhutipur [19-Samastipur],009,Main,https://drive.google.com/open?id=1qimIUy10oLxIbXM6QTjhIVGxjamCTmcN,https://drive.google.com/open?id=1FGQn15TbMw_bGMuMmC1zGrqPLMQSDk1S
31/08/2020 12:48:42,138-Bibhutipur [19-Samastipur],010,Main,https://drive.google.com/open?id=1fpT4eJ_PXL62eHijm-muOA86roOYtVxw,https://drive.google.com/open?id=1gyib7LUyZc_XGtSN_aJxilQ4T05d-5J1
31/08/2020 12:50:04,138-Bibhutipur [19-Samastipur],010,Auxiliary,https://drive.google.com/open?id=1nRJjG9LifO4_fY5geJ8M-OROJkmLj_t0,https://drive.google.com/open?id=1a1mDlzeXPldflPg5YKIS2q_YTEE50ovq
31/08/2020 12:51:11,138-Bibhutipur [19-Samastipur],011,Main,https://drive.google.com/open?id=1_P8n049-MDGVHrnn7vIdmNr88Y4UceTB,https://drive.google.com/open?id=1lRQm2VvcOt9Jrqlew0IhL0tc-iyQm06s
31/08/2020 12:52:49,138-Bibhutipur [19-Samastipur],011,Auxiliary,https://drive.google.com/open?id=1i9Zl0gH2lFSRR2porJbD3K2NqDxQV8Jo,https://drive.google.com/open?id=1LmJYtR0p-o7i19_7eRyBsGRd4cayBmTP
31/08/2020 12:54:37,138-Bibhutipur [19-Samastipur],012,Main,https://drive.google.com/open?id=1gZ93f8nMVAQIc7CGPj033NgynmEdQ5CL,https://drive.google.com/open?id=16XZZ2WgWe2Z_NT3z22hkFKpJguJed5rH
31/08/2020 12:55:46,138-Bibhutipur [19-Samastipur],012,Auxiliary,https://drive.google.com/open?id=10VrKd3wy14N1JF5kt17j50QYYFdboYtA,https://drive.google.com/open?id=17ITdCOCpyfuZ1gZ4BKrdhGbOe8Uupt6E
31/08/2020 12:56:40,138-Bibhutipur [19-Samastipur],013,Main,https://drive.google.com/open?id=13ZOUjgoD0c01dryZijpAVyXpAiRhV-Sp,https://drive.google.com/open?id=1BcPQRioFLNxe1mmSirSJ7h7mq7QMHJj0
31/08/2020 12:57:18,138-Bibhutipur [19-Samastipur],013,Auxiliary,https://drive.google.com/open?id=1qsJ3f3NEimc2X_v1FA4WeZgGfZvegUtE,https://drive.google.com/open?id=1uaVVLHzYI83PLKfupqssMjj2psCBRmp-
31/08/2020 12:57:59,138-Bibhutipur [19-Samastipur],014,Main,https://drive.google.com/open?id=1_Vo7-MTcuJofuvRo08G7jD0WZ-MXzok_,https://drive.google.com/open?id=1JmAPhmi2xGmspg71XbRFXsdr5wGEWEQK
31/08/2020 12:58:48,138-Bibhutipur [19-Samastipur],014,Auxiliary,https://drive.google.com/open?id=1nYvAZGuj-BVB_o0mdXTQLBqxOpDZfI15,https://drive.google.com/open?id=1gdR1p_wFREH9zo5ggXgMcC2XMmrCBFpE
31/08/2020 12:59:36,138-Bibhutipur [19-Samastipur],015,Main,https://drive.google.com/open?id=1vjoc_B4ABag1GZ77IsqUbU2mYl0M-Ss8,https://drive.google.com/open?id=1fgdilJRWWlro9SLuO4RQAX3gREmm5Lpd
31/08/2020 13:00:14,138-Bibhutipur [19-Samastipur],016,Main,https://drive.google.com/open?id=1grylhFEtvpIw-F4_NT_ZQ6g07USEW0XW,https://drive.google.com/open?id=1nFOzbPYT2_ZcNce-O24BV-82F_KQpAFm
31/08/2020 13:00:17,132-Warisnagar [19-Samastipur],001,Main,https://drive.google.com/open?id=1sWU4kNc31_1ngeQe8qR2pgi3Jrq2zFdj,https://drive.google.com/open?id=1C7vs8zNv3fQQxkF1SLgpsVHo0qm02ZKy
31/08/2020 13:00:58,138-Bibhutipur [19-Samastipur],017,Main,https://drive.google.com/open?id=1L_P-0WCoTZHY0VShAv5_jO3lEGh6QYfz,https://drive.google.com/open?id=1MTwJPrArAdTsmQiJ4NH3hJ6ie5RuAwaW
31/08/2020 13:01:38,138-Bibhutipur [19-Samastipur],017,Auxiliary,https://drive.google.com/open?id=1OFQ6378_NiNL1cBsWJdRdIKpOB9q8Y79,https://drive.google.com/open?id=1krIGBtVBcXKHJ5aT43FTaKOl3oeRCJ3W
31/08/2020 13:02:23,138-Bibhutipur [19-Samastipur],018,Main,https://drive.google.com/open?id=1WHTvPPapKn4BsgHX3ytBpsyspyQM226_,https://drive.google.com/open?id=1XYBHXfViVes5NBQHbjY0koHnsOCkbwl6
31/08/2020 13:03:02,138-Bibhutipur [19-Samastipur],018,Auxiliary,https://drive.google.com/open?id=1Y6x4ArRGxcfIZeypyVD-caLexEOi401w,https://drive.google.com/open?id=1josPB0Um95zbrU209J3GGhyYV0tL7WjD
