Polling Station (Main and Auxiliary) Details,,,,,,,,,,
AC No. & Name,Polling Station No.,Polling Station Name,Main/Auxiliary Polling Station (M/A),Elector Serial No. From,Elector Serial No. To,Latitude of Polling Station Building,Longitude of Polling Station Building,Electricity facility at PS (Yes/No),Toilet Facility at PS (Yes/No),Ramp Facility at PS (Yes/No)
1,2,3,4,5,6,7,8,9,10,11
10-Raxaul [2-Purvi Champaran],001,Utkramit Madhya Vidhalay Mushaharava Purwi Bhag,Main,1,655,27.009327,84.778258,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],001,Utkramit Madhya Vidhalay Mushaharava dakashin Bhag,Auxiliary,656,1277,27.009327,84.778258,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],002,Utkramit Madhya Vidhalay Mushaharava Pashchim Bhag,Main,1,718,26.99996,84.7702117,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],002,Utkramit Madhya Vidhalay Mushaharava Pashchim Bhag baya ,Auxiliary,719,1449,26.99996,84.7702117,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],003,Madhya Vidhalay Bhelahi Utar Bhag,Main,1,812,27.00017,84.72012,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],004,Madhya Vidhalay Bhelahi Madhya Bhag,Main,1,979,27.00012,84.77008,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],005,Madhya Vidhalay Bhelahi Dakshin Bhag,Main,1,654,27.000012,84.770081,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],005,Madhya Vidhalay Bhelahi Dakshin Bhag purvi bhag ,Auxiliary,655,1370,27.000012,84.770081,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],006,nawsrijit prathamik vidhalay kachorwa parsawa,Main,1,589,26.987,84.76,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],007,madhay vidhalya parshurampur,Main,1,562,27.0002,84.77024,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],007,madhay vidhalya parshurampur purvi bhag ,Auxiliary,563,1111,27.0002,84.77024,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],008,utkramit madhay vidhalay bhairobhagat tola siswa,Main,1,663,27.000298,84.8005,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],008,utkramit madhay vidhalay bhairobhagat tola siswa purvi bhag,Auxiliary,664,1326,27.000298,84.8005,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],009,"Panchayat Bhavan Sisava, Purwi Bhag",Main,1,999,26.98875,84.7958,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],010,"Panchayat Bhavan Sisava, Pashchim Bhag",Main,1,791,26.988,84.7958,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],011,Prathamik Vidhalay chanduli,Main,1,602,26.17936,84.2934,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],012,Prathamik Vidhalay kauwadhogar,Main,1,592,26.98035,847969,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],012,Prathamik Vidhalay kauwadhogar purvi bhag ,Auxiliary,593,1189,26.98035,847969,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],013,utkarmit madhay vidhalay bharatmahi purvi bhag,Main,1,600,27.00646,84.815,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],013,utkarmit madhay vidhalay bharatmahi  madhya bhag,Auxiliary,601,1154,27.00646,84.815,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],014,utkarmit madhay vidhalay  Bharatamahi Pashchim Bhag,Main,1,607,27.00646,84.815,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],014,utkarmit madhay vidhalay  Bharatamahi  utry Bhag,Auxiliary,608,1170,27.00646,84.815,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],015,Prathamik Vidhalay Bairiya Vrit,Main,1,901,27.007067,84.849076,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],016,Prathamik Vidhalay Ekaderava Baya Bhag,Main,1,854,27.00432,84.825464,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],017,Prathamik Vidhalay Ekaderava Daya Bhag,Main,1,863,27.00432,84.825464,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],018,Madhya Vidhalay Haraiya Dakshin Bhag,Main,1,591,27.006555,84.8166656,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],018,Madhya Vidhalay Haraiya purvi bhag ,Auxiliary,592,1204,27.00655,84.8166656,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],019,Madhya Vidhalay Haraiya Utari Bhag,Main,1,810,27.00096,8484955,Yes,Yes,Yes
10-Raxaul [2-Purvi Champaran],020,Prathamik Vidhalay Hajma Tola,Main,1,593,27.00096,84.84955,Yes,Yes,Yes
