Timestamp,AC No. & AC Name,Polling Station No.,Polling Station Type,Photo of Polling Station Building (PSB),Photo of Polling Station Premises with PS Building (PSP)
02/10/2020 20:03:05,161-Banka [23-Banka],001,Main,https://drive.google.com/open?id=1TmE0GZS0iIzI1szewZYD6uMG10UIrnUh,https://drive.google.com/open?id=1FFZwNLjzFmXAQUNIVpm_leSJEl1qTCIw
02/10/2020 20:03:55,161-Banka [23-Banka],001,Main,https://drive.google.com/open?id=1TVZKur5M-fG7Y9H0rw9lSgtMiZE95cUt,https://drive.google.com/open?id=14n28g1tH4ZAUSVNj289bd1nrlHOseYQ-
02/10/2020 20:04:46,161-Banka [23-Banka],002,Main,https://drive.google.com/open?id=1YPeTCze9JppgkggHi9kjTFU4XEFMkgSm,https://drive.google.com/open?id=1dYeiiXiGsoImtOp1reY-c3SgjNLkFHkT
02/10/2020 20:05:34,161-Banka [23-Banka],002,Auxiliary,https://drive.google.com/open?id=1f6KCO8lxQwdp1LZoMIAEMBSDN8iw_J-U,https://drive.google.com/open?id=1P9uMC_q-IC5NQGPoZF-Gn01T4prPkylW
02/10/2020 20:12:46,161-Banka [23-Banka],003,Main,https://drive.google.com/open?id=1o-QlYuVI5g80cHvk6nfb4NMOSmCp2PL_,https://drive.google.com/open?id=1HeCvsB-hBK8XHEH7gsfumd3faFVFlb-A
02/10/2020 20:14:00,161-Banka [23-Banka],004,Main,https://drive.google.com/open?id=1sUlaKqukti6r_o140SGzwZMP4yTBfxQt,https://drive.google.com/open?id=10iVUuu-QWCWA5LsGhbuKg52we-mHtsiT
02/10/2020 20:15:03,161-Banka [23-Banka],005,Main,https://drive.google.com/open?id=1VZM7dGERmqdv8yNZNQLBf4UPCu1Qyygj,https://drive.google.com/open?id=1oJjbWLdKgV0F7oU1NCywq3DcRmQx7rc1
02/10/2020 20:17:20,161-Banka [23-Banka],006,Main,https://drive.google.com/open?id=1y1cenPkFFhAP37tynmPQQ-IqKpwc7U6l,https://drive.google.com/open?id=1B8bFhy-LXT4l8auNqbVcW4hfC777LlI2
02/10/2020 20:18:12,161-Banka [23-Banka],006,Auxiliary,https://drive.google.com/open?id=1wXqDTtzUUOfUNryDrFD66NxAovz12glv,https://drive.google.com/open?id=1fXsyLlE_ZoSMaqQ62-twUAltU2ZHDUpy
02/10/2020 20:18:28,163-Belhar [23-Banka],121,Main,https://drive.google.com/open?id=12RNT08o66elrKkW_ONX6qvU28wCAeBSX,https://drive.google.com/open?id=1e0lo9tDkGmusUPdNTPWBRNud_6xb59fD
02/10/2020 20:19:14,161-Banka [23-Banka],007,Main,https://drive.google.com/open?id=1Z_vMyuggtW1W8Ao6RHzmKE9XYJfNnhkE,https://drive.google.com/open?id=1iC0C1BR-Ld0z76pvSUHzZPF13OmAei28
02/10/2020 20:19:21,163-Belhar [23-Banka],122,Main,https://drive.google.com/open?id=127p623HzlF86s3-mHoPH3oNSLavUppcJ,https://drive.google.com/open?id=1D0_9S0i4N9QG60yIiw7feu1sg-ZOl4VA
02/10/2020 20:20:06,161-Banka [23-Banka],007,Auxiliary,https://drive.google.com/open?id=1oVNVI5XCZQK8yL_1FCZmY_nwaxSOD2YJ,https://drive.google.com/open?id=11bAqvX_5qOj5QNh1NLaN1yVTVjHYUubG
02/10/2020 20:20:08,163-Belhar [23-Banka],123,Main,https://drive.google.com/open?id=1UlWMdBLyBPsc3ml_Wis0gvMRyQECyaq6,https://drive.google.com/open?id=19VpVh8XTnkpIyAjSat1_GYZZQhbDA9nO
02/10/2020 20:21:07,163-Belhar [23-Banka],124,Main,https://drive.google.com/open?id=129FCtjjfPzquHyM_s8_2KlMXTGUJKx3m,https://drive.google.com/open?id=1MjA-QjbwDf0-G2jNGRBHYT0r2q3wcvki
02/10/2020 20:21:26,161-Banka [23-Banka],008,Main,https://drive.google.com/open?id=1_nmLr7z4eHgeYCn_vLS8xBV_gVCcmcuE,https://drive.google.com/open?id=19Pk9YLH4dxKadJmy4Ay7HRq8b27C6Qi2
02/10/2020 20:21:47,163-Belhar [23-Banka],124,Auxiliary,https://drive.google.com/open?id=1EnVSyQRAMLO0HrrWIF1PzJWXQBLGhARR,https://drive.google.com/open?id=11YIq-Yst1QRQlxnXvQfJIW2ei8bYaoCS
02/10/2020 20:22:34,161-Banka [23-Banka],008,Auxiliary,https://drive.google.com/open?id=1uROT9EmAalIxT8cmwOvCUzueEQFtLW-G,https://drive.google.com/open?id=1ZWA3Z-QPvgwKVD4XLcMj7fyiEPc_ax-V
02/10/2020 20:23:03,163-Belhar [23-Banka],125,Main,https://drive.google.com/open?id=12yO5KZUGkGONbDvhMiG-nt3u5dqCZBqh,https://drive.google.com/open?id=1uthZkaQ-ctTz_01UNbI7SuiceNYrsL8z
02/10/2020 20:23:25,161-Banka [23-Banka],009,Main,https://drive.google.com/open?id=10Yzsa1LZw8oUBZgWeBjDHV_-TZmhW2DO,https://drive.google.com/open?id=1Kd4geNH6Bjn_w1ak3WveQaqvy1eVWpJ2
02/10/2020 20:23:56,163-Belhar [23-Banka],125,Auxiliary,https://drive.google.com/open?id=1NJVAbcOKeNqf4VP91HDSOrc4ApA7KH8R,https://drive.google.com/open?id=1LG9zHlNQXacwRa4oHbZpC37LcAKnjdPp
02/10/2020 20:24:28,161-Banka [23-Banka],010,Main,https://drive.google.com/open?id=1bQ3bPdNK_iXngqXmYeC8FcE7yGhXUL2j,https://drive.google.com/open?id=1tso7oUjmEQcVcv3rZT0l0bqKMOUi97Of
02/10/2020 20:25:43,163-Belhar [23-Banka],126,Main,https://drive.google.com/open?id=1cTuiP5hhXyw-4VQPhP6EdlQCRWDLSFsn,https://drive.google.com/open?id=1zHdeeYoFTe3phcCkbMsskIu4OThtYfO5
02/10/2020 20:25:57,161-Banka [23-Banka],011,Main,https://drive.google.com/open?id=1jHZezXnLwDh-9u0I5RBro3I4NaTpR4L3,https://drive.google.com/open?id=1yqRxOZzffhyOUflxC25m3EetEgGmuXjQ
