Polling Station (Main and Auxiliary) Details,,,,,,,,,,
AC No. & Name,Polling Station No.,Polling Station Name,Main/Auxiliary Polling Station (M/A),Elector Serial No. From,Elector Serial No. To,Latitude of Polling Station Building,Longitude of Polling Station Building,Electricity facility at PS (Yes/No),Toilet Facility at PS (Yes/No),Ramp Facility at PS (Yes/No)
1,2,3,4,5,6,7,8,9,10,11
100-Barauli [15-Gopalganj],001,Utkramit Madhya Vidhyalay Amaiththi Khurd daya bhag,Main,1,790,26.43397,84.44451,Yes,Yes,Yes
100-Barauli [15-Gopalganj],001,utkramit madhy Vidhyalay Amaiththi Khurd baya bhag,Auxiliary,791,,26.44583,84.45184,Yes,Yes,Yes
100-Barauli [15-Gopalganj],002,Prathamik Maktab Mir Alipur Daya Bhag,Main,1,630,26.44583,84.45184,Yes,Yes,Yes
100-Barauli [15-Gopalganj],002,Prathamik Maktab Mir Alipur Daya Bhag Purvi Chhor,Auxiliary,631,,26.44583,84.45184,Yes,Yes,Yes
100-Barauli [15-Gopalganj],003,Prathamik Makatab Mir Alipur Baya Bhag,Main,1,616,26.42927,84.42826,Yes,Yes,Yes
100-Barauli [15-Gopalganj],004,"utkramit madhy Vidyalay Paithan Patti, Daya bhag",Main,1,504,26.42927,84.42826,Yes,Yes,Yes
100-Barauli [15-Gopalganj],004,"utkramit madhy Vidyalay Paithan Patti, daya bhag pashchim chhor",Auxiliary,505,,26.42927,84.42826,Yes,Yes,Yes
100-Barauli [15-Gopalganj],005,"utkramit madhy Vidyalay Pauithan Patti, baya bhag",Main,1,955,26.4332,84.43983,Yes,Yes,Yes
100-Barauli [15-Gopalganj],006,Prathmik Vidhalay Amaithi kala daya bhag,Main,1,550,26.4332,84.43983,Yes,Yes,Yes
100-Barauli [15-Gopalganj],006,Prathmik Vidhalay Amaithi kala baya bhag,Auxiliary,551,,26.42873,84.45614,Yes,Yes,Yes
100-Barauli [15-Gopalganj],007,utkramit madhy Vidyalay devapur aakil,Main,1,829,26.42901,84.45549,Yes,Yes,Yes
100-Barauli [15-Gopalganj],008,Paicks godam Indrawa,Main,1,668,26.44111,84.44798,Yes,Yes,Yes
100-Barauli [15-Gopalganj],009,Prathamik Vidhyalay Kavilaspur daya bhag,Main,1,597,26.44111,84.44798,Yes,Yes,Yes
100-Barauli [15-Gopalganj],009,Prathamik Vidhyalay Kavilaspur baya bhag,Auxiliary,598,,26.44295,84.45842,Yes,Yes,Yes
100-Barauli [15-Gopalganj],010,Utkramit Madhya Vidhyalay Dewapur Asha Rawat,Main,1,952,26.45458,84.46286,Yes,Yes,Yes
100-Barauli [15-Gopalganj],011,Utkramit Madhya Vidhyalay Bhojpurwan daya Bhag,Main,1,573,26.45458,84.46286,Yes,Yes,Yes
100-Barauli [15-Gopalganj],011,Utkramit Madhya Vidhyalay Bhojpurwan daya Bhag Uttar Chhor,Auxiliary,574,,26.45459,84.46287,Yes,Yes,Yes
100-Barauli [15-Gopalganj],012,utkramit madhy Vidyalay bhojpurwa baya bhag,Main,1,568,26.45459,84.46287,Yes,Yes,Yes
100-Barauli [15-Gopalganj],012,utkramit madhy Vidyalay bhojpurwa baya bhag Daxin Chhor,Auxiliary,569,,26.45809,84.47711,Yes,Yes,Yes
100-Barauli [15-Gopalganj],013,Prathamik Vidhyalay doma hatha daya bhag,Main,1,564,26.45809,84.47711,Yes,Yes,Yes
100-Barauli [15-Gopalganj],013,Prathamik Vidhyalay doma hatha baya bhag,Auxiliary,565,,26.449,84.46547,Yes,Yes,Yes
100-Barauli [15-Gopalganj],014,Samudayak Bhawan Bahora Tola Daya Bhag,Main,1,565,26.449,84.46547,Yes,Yes,Yes
100-Barauli [15-Gopalganj],014,Samudayak Bhawan Bahora Tola Baya Bhag,Auxiliary,566,,26.4427,84.47512,Yes,Yes,Yes
100-Barauli [15-Gopalganj],015,Rajkiy prathmik vidhayal chawahi takki Daya Bhag,Main,1,504,26.4427,84.47512,Yes,Yes,Yes
100-Barauli [15-Gopalganj],015,Rajkiy prathmik vidhayal chawahi takki Baya Bhag,Auxiliary,505,,26.43712,84.47569,Yes,Yes,Yes
100-Barauli [15-Gopalganj],016,Anganbadi kendra chawahi takki,Main,1,976,26.44619,84.47293,Yes,Yes,Yes
100-Barauli [15-Gopalganj],017,utkramit madhy Vidyalay chawahi khas Daya Bhag,Main,1,643,26.44619,84.47293,Yes,Yes,Yes
100-Barauli [15-Gopalganj],017,utkramit madhy Vidyalay chawahi khas Baya Bhag,Auxiliary,644,,26.43558,84.492,Yes,Yes,Yes
100-Barauli [15-Gopalganj],018,utkramit madhy Vidyalay bhadkuiya,Main,1,745,26.47233,84.50814,Yes,Yes,Yes
100-Barauli [15-Gopalganj],019,Uch Vidhyalay Dumaria Baya Bhag,Main,1,528,26.47233,84.50814,Yes,Yes,Yes
100-Barauli [15-Gopalganj],019,Uch Vidhyalay Dumaria Baya Bhag Purvi Chhor,Auxiliary,529,,26.4723,84.50802,Yes,Yes,Yes
100-Barauli [15-Gopalganj],020,Ucha Vidhyalay Dumaria Daya Bhag,Main,1,619,26.4723,84.50802,Yes,Yes,Yes
100-Barauli [15-Gopalganj],020,Ucha Vidhyalay Dumaria Daya Bhag Pashchimi Chhor,Auxiliary,620,,26.46216,84.47873,Yes,Yes,Yes
100-Barauli [15-Gopalganj],021,Prathamik Maktab Dhamapakar Daya Bhag,Main,1,928,26.4621,84.47868,Yes,Yes,Yes
100-Barauli [15-Gopalganj],022,Prathamik Maktab Dhamapakar Baya Bhag,Main,1,983,26.46979,84.52698,Yes,Yes,Yes
100-Barauli [15-Gopalganj],023,nawsrjit prathmik vidhalay gosiya vrti tola,Main,1,926,26.46456,84.51344,Yes,Yes,Yes
100-Barauli [15-Gopalganj],024,utkramit madhy Vidyalay gausiya daya bhag,Main,1,908,26.46476,84.51384,Yes,Yes,Yes
100-Barauli [15-Gopalganj],025,utkarmit madhay vidhalay gosiya baya bhag,Main,1,511,26.46476,84.51384,Yes,Yes,Yes
100-Barauli [15-Gopalganj],025,utkarmit madhay vidhalay gosiya baya bhag purvi Chhor,Auxiliary,512,,26.46613,84.53776,Yes,Yes,Yes
100-Barauli [15-Gopalganj],026,Prathmik Vidhyalay Nimuiya daya Bhag,Main,1,724,26.46612,84.53777,Yes,Yes,Yes
100-Barauli [15-Gopalganj],027,"Prathmik Vidyalay, NIMUIYA baya bhag",Main,1,864,26.46449,84.55324,Yes,Yes,Yes
100-Barauli [15-Gopalganj],028,"Prathmik Vidyalay,Mungaraha daya Bhag",Main,1,971,26.46447,84.55331,Yes,Yes,Yes
100-Barauli [15-Gopalganj],029,prathamik vidhalay mugraha baya bhag,Main,1,551,26.46447,84.55331,Yes,Yes,Yes
100-Barauli [15-Gopalganj],029,prathamik vidhalay mugraha baya bhag Purvi Chhor,Auxiliary,552,,26.45509,84.56351,Yes,Yes,Yes
100-Barauli [15-Gopalganj],030,utkramit madhy Vidyalay vishunpura,Main,1,775,26.44253,84.54309,Yes,Yes,Yes
100-Barauli [15-Gopalganj],031,"utkramit madhy Vidyalay baluhi, daya bhag",Main,1,967,26.44247,84.54298,Yes,Yes,Yes
100-Barauli [15-Gopalganj],032,utkarmit madhay vidhalaya baluhi baya bhag,Main,1,581,26.44247,84.54298,Yes,Yes,Yes
100-Barauli [15-Gopalganj],032,utkarmit madhay vidhalaya baluhi baya bhag Purvi Chhor,Auxiliary,582,,26.43458,84.53804,Yes,Yes,Yes
100-Barauli [15-Gopalganj],033,"Kanya prathmik Vidhyalay Bhaisahi, daya bhag",Main,1,820,26.43456,84.53816,Yes,Yes,Yes
,,,,,,,,,,
100-Barauli [15-Gopalganj],034,kanya prathmik vidhalya bhaisahi baya bhag,Main,1,982,26.43699,84.54139,Yes,Yes,Yes
100-Barauli [15-Gopalganj],035,Madhya vidhyalay Bhaishahi paschimi bhag Daya Bhag,Main,1,600,26.43699,84.54139,Yes,Yes,Yes
100-Barauli [15-Gopalganj],035,Madhya vidhyalay Bhaishahi paschimi bhaag Baya Bhag,Auxiliary,601,,26.43693,84.54131,Yes,Yes,Yes
100-Barauli [15-Gopalganj],036,madhya vidhalya bhaisahi purvi bhag Daya Bhag,Main,1,553,26.43693,84.54131,Yes,Yes,Yes
100-Barauli [15-Gopalganj],036,madhya vidhalya bhaisahi purvi bhag Baya Bhag,Auxiliary,554,,26.43697,84.54135,Yes,Yes,Yes
100-Barauli [15-Gopalganj],037,madhy vidhalya bhaisahi Madhya Bhag Daya Bhag,Main,1,517,26.43697,84.54135,Yes,Yes,Yes
100-Barauli [15-Gopalganj],037,madhy vidhalya bhaisahi Madhya Bhag Baya Bhag,Auxiliary,518,,26.41821,84.5395,Yes,Yes,Yes
100-Barauli [15-Gopalganj],038,madhya vidhalya pathra daya bhag,Main,1,991,26.41841,84.53945,Yes,Yes,Yes
