Timestamp,AC No. & AC Name,Polling Station No.,Polling Station Type,Photo of Polling Station Building (PSB),Photo of Polling Station Premises with PS Building (PSP)
29/09/2020 16:40:34,199-Brahampur [30-Buxar],156,Main,https://drive.google.com/open?id=1rWT34UcBfESPunz6_9fVHsCMLOq25UfB,https://drive.google.com/open?id=1lGsco9P69z5N1dgIo4lCuYKLBJ09QU01
29/09/2020 16:42:29,199-Brahampur [30-Buxar],157,Main,https://drive.google.com/open?id=1YqdVGWvSU6W66DMqqxYX2ggSQ-yxTyqv,https://drive.google.com/open?id=1ViRsgzYqDdN3rPw0urM0NvySdFnEWME0
29/09/2020 16:42:45,199-Brahampur [30-Buxar],157,Main,https://drive.google.com/open?id=1xePL0x_cFdtGjKBQT6-swkaJGeFJ9X23,https://drive.google.com/open?id=1foFaw1YedjbFBbGAfxoJmI8tLjwLmaiF
29/09/2020 17:13:50,199-Brahampur [30-Buxar],101,Main,https://drive.google.com/open?id=16F97HNQlfbtOpsjcI0aTA-5cpDRyp8Ca,https://drive.google.com/open?id=1mE20vL27ave92bQPqe2ltqe6AOSin1f1
29/09/2020 17:15:16,199-Brahampur [30-Buxar],101,Auxiliary,https://drive.google.com/open?id=1-oTkvZrWu-cyNA-fwyaHRfQSvkvYdBlH,https://drive.google.com/open?id=1d3xzxutAkKuiIz5t_R6mUTnoUm0t1qZ4
29/09/2020 17:17:04,199-Brahampur [30-Buxar],102,Main,https://drive.google.com/open?id=1R_CQXkTRr2ME4Tw_2Le0IFeFRUr2pjaZ,https://drive.google.com/open?id=1YYdX2HslVthtA4rTcvXTySITt8LCFfSh
29/09/2020 17:20:10,199-Brahampur [30-Buxar],103,Main,https://drive.google.com/open?id=1r_fGghykUIDUKrKqvR-SN2pmDOAjXtHS,https://drive.google.com/open?id=1vD_-JuQpUei05960ebfmEF6QnYKGwzg6
29/09/2020 17:27:58,199-Brahampur [30-Buxar],128,Main,https://drive.google.com/open?id=1c80myxjTEgWFur9OExdZgRpc5IPn02sn,https://drive.google.com/open?id=1St4FX-6t9UtVrGl40bHwJBLCyO-rvzNX
29/09/2020 17:29:46,199-Brahampur [30-Buxar],129,Main,https://drive.google.com/open?id=10X_Y0hlsfFsdbvUKzjq_U2zs_OI7m79U,https://drive.google.com/open?id=1G2DcXi8s57DM6AultCm82WP15qZ7aDvI
29/09/2020 17:37:59,200-Buxar [30-Buxar],001,Main,https://drive.google.com/open?id=1TgfsWoWBulZ3w3YD-PgjfZ1eTQ3XJB-3,https://drive.google.com/open?id=14pfyGiUpijjTy2ATMAoj0BD5TTuyj0S9
