Polling Station (Main and Auxiliary) Details,,,,,,,,,,
AC No. & Name,Polling Station No.,Polling Station Name,Main/Auxiliary Polling Station (M/A),Elector Serial No. From,Elector Serial No. To,Latitude of Polling Station Building,Longitude of Polling Station Building,Electricity facility at PS (Yes/No),Toilet Facility at PS (Yes/No),Ramp Facility at PS (Yes/No)
1,2,3,4,5,6,7,8,9,10,11
28-Sitamarhi [4-Sitamarhi],001,Rajkiy Madhya Vidyalay Ranjitpur (Purvi Bhag),Main,1,701,26.5999,85.4847,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],002,Rajkiy Madhya Vidyalay Ranjitpur (Madhya Bhag),Main,1,932,26.6341,85.4641,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],003,"Rajkiya Madhya Vidyalaya, Ranjitpur ( Pashchimi Bhag)",Main,1,939,26.634,85.464,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],004,Rajkiy Madhya Vidyalay Ranjitpur (Uttari Bhag),Main,1,816,26.634,85.464,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],005,Panchayat Bhavan Ranjitapur Pashchimi,Main,1,896,26.3592,85.5638,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],006,"Rajakiy Madhya Vidyalay, Gaivipur( Baya bhag)",Main,1,678,26.6553,85.4325,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],006,"Rajakiy Madhya Vidyalay, Gaivipur( daya bhag)",Auxiliary,679,1354,26.6553,85.4325,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],007,"Rajakiy Prathamik Vidyalay, Kachabachchipur Hindi (Baya Bhag)",Main,1,686,26.62824,85.47943,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],007,"Rajakiy Prathamik Vidyalay, Kachabachchipur Hindi (Daya Bhag)",Auxiliary,687,1393,26.62836,85.47937,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],008,Rajkiy Prathamik Vidyalay Ranjitpur Purvi (Baya bhg),Main,1,625,26.63362,85.47147,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],008,Rajkiy Prathamik Vidyalay Ranjitpur Purvi (Daya bhag) chalant,Auxiliary,626,1268,26.6336,85.47151,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],009,"Rajkiy Prathamik Vidyalay, Koari(Baya bhag)",Main,1,576,26.6376,85.4582,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],009,"Rajkiy Prathamik Vidyalay, Koari(Daya bhag) Chalant",Auxiliary,577,1173,26.6376,85.4582,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],010,Rajkiya Madhya Vidyalay Fatahpur Baya bhag,Main,1,537,26.62454,85.49023,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],010,Rajkiya Madhya Vidyalay Fatahpur daya bhag,Auxiliary,538,1078,26.62465,85.49021,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],011,RAJKIY PRATHMIK VIDYALAY GIRMISANI (Purvi Bhag),Main,1,799,26.63781,85.4825,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],012,Rajkiy Prathmik Vidyalay Girmisani (Pashchimi Bhag),Main,1,827,26.63781,85.48252,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],013,"Rajkiy Madhya Vidyalay, Govind Fandah (Purvi Bhag)",Main,1,939,26.631787,85.435046,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],014,"Rajkiy Madhya Vidyalay, Govind Fandah (Madhya Bhag)",Main,1,891,26.631801,85.435044,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],015,"Rajakiy Madhya Vidyalay, Govind Fandah (Pashchimi Bhag)",Main,1,535,26.631795,85.435036,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],016,"Rajkiy Madhya Vidyalay, Maniyari (Purvi Bhag)",Main,1,975,26.620064,85.450163,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],017,"Rajkiy Madhya Vidyalay, Maniyari (Pashchimi Bhag)",Main,1,921,26.620144,85.449856,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],018,"Rajkiya Madhya Vidyalay, Khairva (Purvi Bhag)",Main,1,949,26.606633,85.458781,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],019,Rajkiy Madhya Vidyalay Khairva (Uttar Rukh Wala Bhawan),Main,1,868,26.606695,85.458762,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],020,Rajkiy Madhya Vidyalay Khairva (Pashchimi Bhag),Main,1,863,26.606715,85.458921,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],021,Rajkiy Madhya Vidyalay Khairva (Madhya Bhag),Main,1,959,26.606824,85.458935,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],22,"Alpsankhayak Tola, Madhya Vidyalay, Punaura Aziznagar(Baya Bhag)",Main,1,667,26.3426,85.275,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],22,"lpsankhayak Tola, Madhya Vidyalay, Punaura Aziznagar(Daya Bhag)",Auxiliary,668,1340,26.3426,85.275,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],023,"Navnirmit Panchayat Bhawan, Punaura Pashchimi ( Baya Bhag)",Main,1,723,26.585262,85.463602,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],023,"Navnirmit Panchayat Bhawan, Punaura Pashchimi ( Daya Bhag)",Auxiliary,724,1417,26.585423,85.463607,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],024,"Paryatan Bhawan, Punaura Janki Sthan Punaura Janki Nagar (Uttari Bhag)",Main,1,957,26.585849,85.467468,Yes,Yes,Yes
28-Sitamarhi [4-Sitamarhi],025,"Paryatan Bhawan, Punaura Janki Sthan Punaura Janki Nagar (Dakshini Bhag)",Main,1,959,26.585668,85.467476,Yes,Yes,Yes
