Polling Station (Main and Auxiliary) Details,,,,,,,,,,
AC No. & Name,Polling Station No.,Polling Station Name,Main/Auxiliary Polling Station (M/A),Elector Serial No. From,Elector Serial No. To,Latitude of Polling Station Building,Longitude of Polling Station Building,Electricity facility at PS (Yes/No),Toilet Facility at PS (Yes/No),Ramp Facility at PS (Yes/No)
1,2,3,4,5,6,7,8,9,10,11
51-Sikti [7-Araria],001,Utkramit Madhya Vidyalay Gariya (West Part),Main,1,799,26.41168,87.39742,Yes,Yes,Yes
51-Sikti [7-Araria],002,Utkramit Madhya Vidyalay Gariya (Middle Part),Main,1,604,26.41092,87.39602,Yes,Yes,Yes
51-Sikti [7-Araria],003,Utkramit Madhya Vidyalay Gariya (East Part),Main,1,765,26.41091,87.39742,Yes,Yes,Yes
51-Sikti [7-Araria],004,Utkramit Madhya Vidyalay Goraiya (Sourth Part),Main,1,726,26.411778,87.39768,Yes,Yes,Yes
51-Sikti [7-Araria],005,Utkramit Madhya Vidyalay Lailokhar (North Part),Main,1,716,26.41264,87.39952,Yes,Yes,Yes
51-Sikti [7-Araria],005,Utkramit Madhya Vidyalay Lailokhar (East Part),Auxiliary,717,1254,26.41264,87.39952,Yes,Yes,Yes
51-Sikti [7-Araria],006,Utkramit Madhya Vidyalay Lailokhar (Sourth Part),Main,1,923,26.41264,87.39952,Yes,Yes,Yes
51-Sikti [7-Araria],007,Utkramit Madhya Vidyalay Lailokhar West Part,Main,1,548,26.41263,87.39951,Yes,Yes,Yes
51-Sikti [7-Araria],008,Utkatmit Madhya Vidyalay Madhubani (North Part),Main,1,783,26.40211,87.37219,Yes,Yes,Yes
51-Sikti [7-Araria],009,Utkarmit Madhya Vidyalay Madhubani (Sourth Part),Main,1,738,26.40211,87.37219,Yes,Yes,Yes
51-Sikti [7-Araria],010,Madhya Vidyalay Kuadi (East Part),Main,1,914,26.40212,87.37218,Yes,Yes,Yes
51-Sikti [7-Araria],011,Madhya Vidyalay Kuadi (North Part),Main,1,933,26.40214,87.37223,Yes,Yes,Yes
51-Sikti [7-Araria],012,Madhya Vighalay Kuaadi (West Part),Main,1,934,26.40215,87.37211,Yes,Yes,Yes
