Polling Station (Main and Auxiliary) Details,,,,,,,,,,
AC No. & Name,Polling Station No.,Polling Station Name,Main/Auxiliary Polling Station (M/A),Elector Serial No. From,Elector Serial No. To,Latitude of Polling Station Building,Longitude of Polling Station Building,Electricity facility at PS (Yes/No),Toilet Facility at PS (Yes/No),Ramp Facility at PS (Yes/No)
105-Siwan [16-Siwan],089,Prathmik Vidhyalay Raghuhata Daya Bhag,Auxiliary,680,,26.254483,84.355794,Yes,Yes,Yes
105-Siwan [16-Siwan],090,Prathmik Vidhyalay karnpura Urdu Baya Bhag,Main,1,733,26.254471,84.355782,Yes,Yes,Yes
105-Siwan [16-Siwan],090,Prathmik Vidhyalay Raghuhata Baya Bhag,Auxiliary,734,,26.254471,84.355782,Yes,Yes,Yes
105-Siwan [16-Siwan],091,Prathamik Vidhyalay Batarauli,Main,1,919,26.280578,84.359725,Yes,Yes,Yes
105-Siwan [16-Siwan],092,Naya Prathmik Vidhyalay bharauli Pathshala,Main,1,368,26.276827,84.342388,Yes,Yes,Yes
105-Siwan [16-Siwan],093,Kanya Pathshala Amlori Purab Bhag,Main,1,579,26.269316,84.352154,Yes,Yes,Yes
105-Siwan [16-Siwan],093,Samudayik Bhawan Amlori Baya Bhag,Auxiliary,580,,26.269316,84.352154,Yes,Yes,Yes
105-Siwan [16-Siwan],094,Kanya Pathashala Amlori Paschim Bhag,Main,1,564,26.269299,84.352223,Yes,Yes,Yes
105-Siwan [16-Siwan],094,Samudayik Bhawan Amlori Daya Bhag,Auxiliary,565,,26.269299,84.352223,Yes,Yes,Yes
105-Siwan [16-Siwan],095,Panchayat Bhawan Sarsar,Main,1,618,26.289517,84.349564,Yes,Yes,Yes
105-Siwan [16-Siwan],095,Madhya Vidhyalay Sarsar Madhya Bhag,Auxiliary,619,,26.289517,84.349564,Yes,Yes,Yes
105-Siwan [16-Siwan],096,Madhya Vidhyalay Sarsar Baya Bhag,Main,1,724,26.295062,84.348934,Yes,Yes,Yes
105-Siwan [16-Siwan],096,Madhya Vidhyalay Sarsar Daya Bhag,Auxiliary,725,,26.295062,84.348934,Yes,Yes,Yes
105-Siwan [16-Siwan],097,Prathmik Vidhyalay Sarasar Daya Bhag,Main,1,833,26.287233,84.34455,Yes,Yes,Yes
105-Siwan [16-Siwan],098,Prathmik Vidhyalay Sarasar Baya Bhag,Auxiliary,1,,26.287321,84.344503,Yes,Yes,Yes
105-Siwan [16-Siwan],099,Utkramit Madhya Vidhyalay Padariya Baya Bhag,Main,1,696,26.29073,84.338447,Yes,Yes,Yes
105-Siwan [16-Siwan],099,Utkramit Madhya Vidhyalay Padariya Daya Bhag,Auxiliary,697,,26.29073,84.338447,Yes,Yes,Yes
105-Siwan [16-Siwan],100,Madhya Vidhyalay Majhwa,Main,1,900,26.298868,84.327688,Yes,Yes,Yes
105-Siwan [16-Siwan],101,Samudayik Bhawan Tahira,Main,1,773,26.300327,84.320848,Yes,Yes,Yes
105-Siwan [16-Siwan],102,Utkramit Madhya Vidhyalay Vishunpurwa,Main,1,863,26.308622,84.337087,Yes,Yes,Yes
105-Siwan [16-Siwan],103,Utkramit Madhya Vidhyalay Siyadi Mathiya Daya Bhag Purab,Main,1,722,26.318153,84.337273,Yes,Yes,Yes
105-Siwan [16-Siwan],103,Utkramit Madhya Vidhyalay Siyadi Mathiya Daya Bhag Paschim,Auxiliary,723,,26.318153,84.337273,Yes,Yes,Yes
105-Siwan [16-Siwan],104,Utkramit Madhay Vidhayalay Siyadi Mathiya Baya Bhag,Main,1,736,26.318153,84.337273,Yes,Yes,Yes
105-Siwan [16-Siwan],105,prathmikt Vidhyalay siyadi Daya Bhag Purab,Main,1,543,26.318493,84.320765,Yes,Yes,Yes
105-Siwan [16-Siwan],105,prathmikt Vidhyalay siyadi Daya Bhag Paschim,Auxiliary,544,,26.318493,84.320765,Yes,Yes,Yes
105-Siwan [16-Siwan],106,Prathmik Vidhyalay siyadi Baya Bhag Purab,Main,1,519,26.316907,84.329896,Yes,Yes,Yes
105-Siwan [16-Siwan],106,Prathmik Vidhyalay Siyadi Baya Bhag Paschim,Auxiliary,520,,26.316907,84.329896,Yes,Yes,Yes
105-Siwan [16-Siwan],107,Prathamik Vidhyalay Khudara Baya Bhag,Main,1,650,26.314414,84.311092,Yes,Yes,Yes
105-Siwan [16-Siwan],107,Prathamik Vidhyalay khudara Daya Bhag,Auxiliary,651,,26.314414,84.311092,Yes,Yes,Yes
105-Siwan [16-Siwan],108,Rajkiy Madhya Vidhyalya Haribalma Baya Bhag,Main,1,625,26.315704,84.313961,Yes,Yes,Yes
105-Siwan [16-Siwan],108,Rajkiy Madhya Vidhyalya Haribalama Daya Bhag,Auxiliary,626,,26.315704,84.313961,Yes,Yes,Yes
105-Siwan [16-Siwan],109,Prathamik Vidhyalay Sujaw Daya Bhag Purab,Main,1,621,26.311686,84.302988,Yes,Yes,Yes
105-Siwan [16-Siwan],109,Prathamik Vidhyalay Sujanv Daya Bhag Paschim,Auxiliary,622,,26.311686,84.302988,Yes,Yes,Yes
105-Siwan [16-Siwan],110,Prathamik Vidhyalay Sujanw Baya Bhag Purab,Main,1,600,26.311679,84.303036,Yes,Yes,Yes
105-Siwan [16-Siwan],110,Prathamik Vidhyalay Sujanw Baya Bhag Paschim,Auxiliary,601,,26.311679,84.303036,Yes,Yes,Yes
105-Siwan [16-Siwan],111,Panchayat Bhawan Pachlakhi Paschim Bhag,Main,1,609,26.300325,84.304093,Yes,Yes,Yes
105-Siwan [16-Siwan],111,Parthmik Vidhyalay Pachlakhi Balak Paschim Bhag,Auxiliary,610,,26.300325,84.304093,Yes,Yes,Yes
105-Siwan [16-Siwan],112,Panchayat Bhawan Pachlakhi Madhya Bhag,Main,1,560,26.300263,84.304189,Yes,Yes,Yes
105-Siwan [16-Siwan],112,Parthmik Vidhyalay Pachlakhi Balak Madhya Bhag,Auxiliary,561,,26.300263,84.304189,Yes,Yes,Yes
105-Siwan [16-Siwan],113,Panchayat bhawan Pachalkhi Purab Bhag,Main,1,631,26.300644,84.304331,Yes,Yes,Yes
105-Siwan [16-Siwan],113,Parthmik Vidhyalay Pachlakhi Balak Purab Bhag,Auxiliary,632,,26.300644,84.304331,Yes,Yes,Yes
105-Siwan [16-Siwan],114,Madhya Vidhyalay kararua Daya Bhag,Main,1,757,26.28545,84.319562,Yes,Yes,Yes
105-Siwan [16-Siwan],115,Madhya Vidhyalay kararua Baya Bhag,Main,1,772,26.28543,84.319526,Yes,Yes,Yes
