Polling Station (Main and Auxiliary) Details,,,,,,,,,,
AC No. & Name,Polling Station No.,Polling Station Name,Main/Auxiliary Polling Station (M/A),Elector Serial No. From,Elector Serial No. To,Latitude of Polling Station Building,Longitude of Polling Station Building,Electricity facility at PS (Yes/No),Toilet Facility at PS (Yes/No),Ramp Facility at PS (Yes/No)
1,2,3,4,5,6,7,8,9,10,11
167-Suryagarha [25-Lakhisarai],001,"Utkramit Madhya Vidyalay Pipariya Dih,Bayan Bhag",Main,1,752,"25°16'20.01""N","86° 6'40.28""E",Yes,Yes,Yes
167-Suryagarha [25-Lakhisarai],002,"Utkramit Madhya Vidyalay Pipariya Dih,Dayan Bhag",Main,1,858,"25°16'20.71""N","86° 6'41.74""E",Yes,Yes,Yes
167-Suryagarha [25-Lakhisarai],003,Utkramit Madhya Vidyalay Pathua,Main,1,705,"25°16'35.51""N","86° 8'39.02""E",Yes,Yes,Yes
167-Suryagarha [25-Lakhisarai],003,"Utkramit Madhya Vidyalay Pathua,Puravi Bhag",Auxiliary,706,1318,"25°16'35.51""N","86° 8'39.02""E",Yes,Yes,Yes
167-Suryagarha [25-Lakhisarai],004,Prathamik Vidyalay Kanharapur,Main,1,259,"25°16'29.27""N","86° 7'45.54""E",Yes,Yes,Yes
167-Suryagarha [25-Lakhisarai],005,Madhya Vidyalay Walipur,Main,1,528,"25°14'31.02""N","86° 8'23.71""E",Yes,Yes,Yes
167-Suryagarha [25-Lakhisarai],005,Madhya Vidyalay Walipur Puravi Bhag,Auxiliary,529,1065,"25°14'31.02""N","86° 8'23.71""E",Yes,Yes,Yes
167-Suryagarha [25-Lakhisarai],006,Uchcha Vidyalay walipur,Main,1,635,"25°14'31.39""N","86° 8'32.95""E",Yes,Yes,Yes
167-Suryagarha [25-Lakhisarai],006,Uchcha Vidyalay walipur Pashchimi Bhag.,Auxiliary,636,1275,"25°14'31.39""N","86° 8'32.95""E",Yes,Yes,Yes
167-Suryagarha [25-Lakhisarai],007,Utkramit Kanya madhya Vidyalay Balipur (Uttari Bhag),Main,1,553,"25°14'50.01""N","86° 8'26.47""E",Yes,Yes,Yes
167-Suryagarha [25-Lakhisarai],007,Utkramit Kanya madhya Vidyalay Balipur (Uttari Bhag)Dayan Bhag,Auxiliary,554,1162,"25°14'50.01""N","86° 8'26.47""E",Yes,Yes,Yes
