Polling Station (Main and Auxiliary) Details,,,,,,,,,,
AC No. & Name,Polling Station No.,Polling Station Name,Main/Auxiliary Polling Station (M/A),Elector Serial No. From,Elector Serial No. To,Latitude of Polling Station Building,Longitude of Polling Station Building,Electricity facility at PS (Yes/No),Toilet Facility at PS (Yes/No),Ramp Facility at PS (Yes/No)
1,2,3,4,5,6,7,8,9,10,11
235-Rajauli (SC) [37-Nawada],001, UTKRAMIT MADHYA VIDYALYA SONPURA (DAYAN BHAAG),Main,1,968,24.78500566,85.30718746,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],002,UTKRAMIT MADHYA VIDYALYA SONPURA (BAYAN BHAAG),Main,1,622,24.78502603,85.30706609,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],002,UTKARMIT MADHYA VIDYALYA SONPURA (PASCHIM BHAAG),Auxiliary,623,1188,24.78517509,85.30708324,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],003,UTKRAMIT MADHYA VIDYALAY BELWAN,Main,1,906,24.79217,85.33341,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],004,NAWSRIJIT PRATHMIK VIDYALAY PURNADIH,Main,1,640,24.77735841,85.31855419,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],005,PRATHMIK VIDYALAY BADOSAR URDU (BAYAN BHAG),Main,1,741,24.7778971,85.31359115,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],005, PRATHMIK VIDYALAY BADOSAR URDU (DAYAN BHAG),Auxiliary,742,1361,24.7712046,85.324122,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],006, UTKRAMIT MADHYA VIDYALAY BANDHI (BAYAN BHAG),Main,1,689,24.76335514,85.31919918,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],006,UTKRAMIT MADHYA VIDYALAY BANDHI (DAYAN BHAG),Auxiliary,690,1302,24.76323301,85.31929025,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],007,NAWSRIJIT PRATHMIK VIDYALAY ORAINA,Main,1,879,24.7699957,85.3447935,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],008, MADHYA VIDYALAY MIRJAPUR (DAYAN BHAG),Main,1,606,24.7884469,85.2837253,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],008, PANCHAYAT BHAWAN MIRJAPUR(DAYAN BHAG),Auxiliary,607,1155,24.766549,85.3053816,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],009, MADHYA VIDYALAY MIRJAPUR (BAYAN BHAG),Main,1,603,24.7664469,85.2837253,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],009, PANCHAYAT BHAWAN MIRJAPUR (BAYAN BHAG),Auxiliary,604,1137,24.766549,85.3053816,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],010," PRATHMIK VIDYALAY HUSAINCHAK , URDU (BAYAN BHAG)",Main,1,704,24.763265,85.295039,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],010, PRATHMIK VIDYALAY HUSAINCHAK URDU(DAYAN BHAG),Auxiliary,705,1374,24.763265,85.295039,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],011, UTKRAMIT MADHYA VIDYALAY PAWAI (PURVI BHAG),Main,1,613,24.7512274,85.29856503,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],011, UTKRAMIT MADHYA VIDYALAY PAWAI NAYA BHAWAN,Auxiliary,614,1196,24.751227,85.298565,Yes,Yes,Yes
235-Rajauli (SC) [37-Nawada],012, UTKRAMIT MADHYA VIDYALAY PAWAI (PASCHIMI BHAG),Main,1,892,24.751227,85.298565,Yes,Yes,Yes
